Source DataFile                                ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,     Chisq,        Fo,        Fm,     Fv/Fm,       Sig,         p,    Alp1QA,    Tau1QA,    Alp2QA,    Tau2QA,    Alp3QA,    Tau3QA,   Light_1,
-----------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm011_data.csv , 2023/02/07, 11:58:05,    1675785485651,--Not Acquired--     ,--Not Acquired--     , -2959.13,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     0.8149,     0.9183,    404.36,    651.59,    0.3794,    476.26,    0.2580,    0.6738,       341,    0.2540,      1243,    0.0722,     26201,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm011_data.csv , 2023/02/07, 11:58:10,    1675785490559,--Not Acquired--     ,--Not Acquired--     , -2957.40,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   112  ,     0.9442,     0.9309,    397.49,    634.95,    0.3740,    519.76,    0.2580,    0.8094,       425,    0.1183,      2038,    0.0723,     26233,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm011_data.csv , 2023/02/07, 11:58:15,    1675785495467,--Not Acquired--     ,--Not Acquired--     , -2950.71,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.0564,     0.9428,    385.27,    618.53,    0.3771,    510.92,    0.2690,    0.8609,       553,    0.0930,      9180,    0.0461,    121133,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm011_data.csv , 2023/02/07, 11:58:20,    1675785500468,--Not Acquired--     ,--Not Acquired--     , -2942.20,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     0.9732,     0.9367,    397.14,    628.62,    0.3682,    495.43,    0.3250,    0.6457,       385,    0.2754,      1219,    0.0789,     31476,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm011_data.csv , 2023/02/07, 11:58:25,    1675785505447,--Not Acquired--     ,--Not Acquired--     , -2949.37,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     0.9716,     0.9444,    396.64,    624.55,    0.3649,    493.97,    0.3620,    0.7472,       455,    0.1696,      1938,    0.0832,     34089,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm011_data.csv , 2023/02/07, 11:58:30,    1675785510372,--Not Acquired--     ,--Not Acquired--     , -2950.63,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     0.8309,     0.9330,    396.62,    629.86,    0.3703,    497.02,    0.2970,    0.7713,       417,    0.1591,      2120,    0.0696,     37334,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm011_data.csv , 2023/02/07, 11:58:35,    1675785515329,--Not Acquired--     ,--Not Acquired--     , -2947.17,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     2.9655,     0.9569,    392.40,    606.40,    0.3529,    547.40,    0.3790,    0.8378,       559,    0.1069,      6148,    0.0553,     73907,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm011_data.csv , 2023/02/07, 11:58:40,    1675785520281,--Not Acquired--     ,--Not Acquired--     , -2946.06,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.3028,     0.9476,    392.42,    611.68,    0.3585,    513.71,    0.3130,    0.8497,       557,    0.0947,      6097,    0.0556,     59893,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm011_data.csv , 2023/02/07, 11:58:45,    1675785525251,--Not Acquired--     ,--Not Acquired--     , -2946.22,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.0309,     0.9383,    397.78,    627.30,    0.3659,    501.87,    0.3370,    0.7913,       435,    0.1303,      1949,    0.0784,     29784,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm011_data.csv , 2023/02/07, 11:58:50,    1675785530170,--Not Acquired--     ,--Not Acquired--     , -2939.84,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.1910,     0.9317,    396.93,    623.96,    0.3639,    494.90,    0.2710,    0.7530,       429,    0.1723,      1567,    0.0747,     29427,      0.00,
