Source DataFile                                              ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,     Chisq,        Fo,        Fm,     Fv/Fm,       Sig,         p,    Alp1QA,    Tau1QA,    Alp2QA,    Tau2QA,    Alp3QA,    Tau3QA,
-------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:48:49,    1676389729576,--Not Acquired--     ,--Not Acquired--     , -1223.15,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   112  ,    20.4499,     0.9325,   1001.75,   2329.72,    0.5700,    276.21,    0.4800,    0.6187,       543,    0.2537,      4417,    0.1276,    100047,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:48:52,    1676389731794,--Not Acquired--     ,--Not Acquired--     , -1219.84,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     3.2313,     0.9205,   1065.47,   2242.24,    0.5248,    288.75,    0.4370,    0.5586,       437,    0.3362,      1919,    0.1052,     40742,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:48:54,    1676389733952,--Not Acquired--     ,--Not Acquired--     , -1221.54,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     4.0079,     0.9186,   1064.66,   2240.85,    0.5249,    288.25,    0.4380,    0.5462,       416,    0.3514,      1851,    0.1024,     42540,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:48:56,    1676389735939,--Not Acquired--     ,--Not Acquired--     , -1220.04,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     4.0173,     0.9193,   1062.34,   2232.19,    0.5241,    290.68,    0.4390,    0.5554,       416,    0.3457,      1888,    0.0989,     43585,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:48:58,    1676389738011,--Not Acquired--     ,--Not Acquired--     , -1222.01,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   121  ,     3.5702,     0.9160,   1062.88,   2232.56,    0.5239,    288.59,    0.4340,    0.5368,       395,    0.3640,      1806,    0.0992,     43678,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:49:00,    1676389740206,--Not Acquired--     ,--Not Acquired--     , -1213.43,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     3.8604,     0.9177,   1064.82,   2227.82,    0.5220,    290.04,    0.4370,    0.5359,       396,    0.3657,      1817,    0.0984,     43159,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:49:02,    1676389742113,--Not Acquired--     ,--Not Acquired--     , -1214.96,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   121  ,     4.5049,     0.9179,   1063.44,   2223.92,    0.5218,    289.89,    0.4360,    0.5405,       402,    0.3613,      1849,    0.0982,     43851,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:49:04,    1676389744002,--Not Acquired--     ,--Not Acquired--     , -1216.06,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.0068,     0.9176,   1065.25,   2222.38,    0.5207,    288.45,    0.4350,    0.5484,       413,    0.3533,      1876,    0.0983,     43819,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:49:06,    1676389745891,--Not Acquired--     ,--Not Acquired--     , -1217.24,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     4.2508,     0.9189,   1064.80,   2219.82,    0.5203,    290.14,    0.4380,    0.5390,       405,    0.3613,      1865,    0.0997,     44565,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:49:07,    1676389747784,--Not Acquired--     ,--Not Acquired--     , -1215.08,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     3.7643,     0.9170,   1065.39,   2224.52,    0.5211,    288.71,    0.4360,    0.5302,       394,    0.3706,      1820,    0.0992,     44167,
