Source DataFile                                        ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,     Chisq,        Fo,        Fm,     Fv/Fm,       Sig,         p,    Alp1QA,    Tau1QA,    Alp2QA,    Tau2QA,    Alp3QA,    Tau3QA,   Light_1,
-------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm0118_1S_445_data.csv , 2023/02/07, 11:43:03,    1675784582976,--Not Acquired--     ,--Not Acquired--     , -2951.42,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.1234,     0.9340,    386.59,    607.79,    0.3639,    469.43,    0.2970,    0.7102,       441,    0.2079,      1488,    0.0819,     26108,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm0118_1S_445_data.csv , 2023/02/07, 11:43:05,    1675784584901,--Not Acquired--     ,--Not Acquired--     , -2950.31,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.0143,     0.9167,    384.92,    609.12,    0.3681,    484.32,    0.1870,    0.7236,       392,    0.2051,      1237,    0.0713,     23759,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm0118_1S_445_data.csv , 2023/02/07, 11:43:07,    1675784586820,--Not Acquired--     ,--Not Acquired--     , -2956.77,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.2084,     0.9283,    382.86,    607.62,    0.3699,    465.69,    0.2740,    0.7043,       419,    0.2194,      1428,    0.0763,     29277,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm0118_1S_445_data.csv , 2023/02/07, 11:43:08,    1675784588724,--Not Acquired--     ,--Not Acquired--     , -2941.65,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     0.9886,     0.9479,    384.39,    607.32,    0.3671,    515.08,    0.3830,    0.7647,       459,    0.1675,      1926,    0.0678,     33017,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm0118_1S_445_data.csv , 2023/02/07, 11:43:10,    1675784590652,--Not Acquired--     ,--Not Acquired--     , -2948.98,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     0.9480,     0.9245,    382.87,    609.23,    0.3716,    495.40,    0.2390,    0.7889,       416,    0.1489,      1733,    0.0622,     35324,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm0118_1S_445_data.csv , 2023/02/07, 11:43:12,    1675784592572,--Not Acquired--     ,--Not Acquired--     , -2956.69,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   112  ,     0.8956,     0.9257,    382.47,    606.93,    0.3698,    485.00,    0.2510,    0.7372,       405,    0.1971,      1577,    0.0657,     35044,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm0118_1S_445_data.csv , 2023/02/07, 11:43:14,    1675784594530,--Not Acquired--     ,--Not Acquired--     , -2955.83,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     0.9951,     0.9243,    384.60,    609.95,    0.3695,    480.59,    0.2730,    0.6948,       372,    0.2345,      1293,    0.0707,     27540,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm0118_1S_445_data.csv , 2023/02/07, 11:43:16,    1675784596427,--Not Acquired--     ,--Not Acquired--     , -2962.60,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.0561,     0.9326,    382.58,    604.46,    0.3671,    510.82,    0.2770,    0.7410,       402,    0.1990,      1828,    0.0600,     36190,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm0118_1S_445_data.csv , 2023/02/07, 11:43:18,    1675784598371,--Not Acquired--     ,--Not Acquired--     , -2955.28,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     0.7351,     0.9283,    383.60,    610.70,    0.3719,    503.83,    0.2930,    0.7285,       371,    0.2077,      1444,    0.0638,     32313,      0.00,
C:\LIFT\DATA\LOW\LOW_20230207_NaOm0118_1S_445_data.csv , 2023/02/07, 11:43:20,    1675784600278,--Not Acquired--     ,--Not Acquired--     , -2954.09,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     1.1455,     0.9247,    378.68,    608.56,    0.3777,    493.07,    0.2340,    0.7535,       402,    0.1795,      1816,    0.0670,     38378,      0.00,
