Source DataFile                                              ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,     Chisq,        Fo,        Fm,     Fv/Fm,       Sig,         p,    Alp1QA,    Tau1QA,    Alp2QA,    Tau2QA,    Alp3QA,    Tau3QA,
-------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_4S_445_1_data.csv , 2023/02/14, 11:42:18,    1676389338278,--Not Acquired--     ,--Not Acquired--     , -1215.71,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    20.0412,     0.9327,    991.83,   2322.39,    0.5729,    276.18,    0.4750,    0.6218,       557,    0.2508,      4671,    0.1274,    108861,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_4S_445_1_data.csv , 2023/02/14, 11:42:23,    1676389343186,--Not Acquired--     ,--Not Acquired--     , -1215.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.1162,     0.9204,   1064.49,   2244.05,    0.5256,    288.60,    0.4450,    0.5545,       419,    0.3379,      1973,    0.1076,     43289,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_4S_445_1_data.csv , 2023/02/14, 11:42:28,    1676389348031,--Not Acquired--     ,--Not Acquired--     , -1214.65,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     8.7187,     0.9207,   1057.64,   2227.93,    0.5253,    287.76,    0.4450,    0.5676,       430,    0.3274,      2093,    0.1050,     47697,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_4S_445_1_data.csv , 2023/02/14, 11:42:33,    1676389352889,--Not Acquired--     ,--Not Acquired--     , -1214.29,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.3667,     0.9189,   1061.57,   2228.45,    0.5236,    288.02,    0.4450,    0.5584,       410,    0.3388,      1996,    0.1028,     45370,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_4S_445_1_data.csv , 2023/02/14, 11:42:37,    1676389357756,--Not Acquired--     ,--Not Acquired--     , -1214.69,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     7.1572,     0.9216,   1058.15,   2216.94,    0.5227,    289.57,    0.4530,    0.5489,       409,    0.3476,      1992,    0.1035,     46927,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_4S_445_1_data.csv , 2023/02/14, 11:42:42,    1676389362605,--Not Acquired--     ,--Not Acquired--     , -1214.17,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     6.4214,     0.9191,   1063.51,   2224.06,    0.5218,    288.88,    0.4500,    0.5410,       393,    0.3566,      1908,    0.1024,     44533,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_4S_445_1_data.csv , 2023/02/14, 11:42:47,    1676389367448,--Not Acquired--     ,--Not Acquired--     , -1214.72,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.9268,     0.9196,   1065.10,   2220.84,    0.5204,    289.14,    0.4530,    0.5363,       390,    0.3602,      1891,    0.1035,     43618,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_4S_445_1_data.csv , 2023/02/14, 11:42:52,    1676389372293,--Not Acquired--     ,--Not Acquired--     , -1214.13,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   211  ,     8.7586,     0.9223,   1063.14,   2212.70,    0.5195,    290.95,    0.4530,    0.5476,       409,    0.3498,      1982,    0.1026,     46319,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_4S_445_1_data.csv , 2023/02/14, 11:42:57,    1676389377179,--Not Acquired--     ,--Not Acquired--     , -1215.87,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     6.5218,     0.9215,   1062.96,   2215.43,    0.5202,    291.87,    0.4520,    0.5411,       397,    0.3563,      1952,    0.1026,     46473,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_4S_445_1_data.csv , 2023/02/14, 11:43:02,    1676389382044,--Not Acquired--     ,--Not Acquired--     , -1216.06,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     9.0434,     0.9202,   1058.47,   2214.47,    0.5220,    288.95,    0.4500,    0.5480,       403,    0.3499,      2003,    0.1021,     48688,
