Source DataFile                                              ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,     Chisq,        Fo,        Fm,     Fv/Fm,       Sig,         p,    Alp1QA,    Tau1QA,    Alp2QA,    Tau2QA,    Alp3QA,    Tau3QA,
-------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:02,    1676389562392,--Not Acquired--     ,--Not Acquired--     , -1220.71,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    18.6831,     0.9325,   1000.54,   2343.10,    0.5730,    276.28,    0.4780,    0.6152,       543,    0.2565,      4430,    0.1283,    101319,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:05,    1676389565368,--Not Acquired--     ,--Not Acquired--     , -1218.50,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.1286,     0.9209,   1063.84,   2243.02,    0.5257,    288.23,    0.4390,    0.5588,       438,    0.3326,      1961,    0.1086,     41155,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:08,    1676389568241,--Not Acquired--     ,--Not Acquired--     , -1216.38,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     4.8223,     0.9162,   1064.52,   2252.12,    0.5273,    286.81,    0.4370,    0.5529,       405,    0.3450,      1881,    0.1021,     42702,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:11,    1676389571228,--Not Acquired--     ,--Not Acquired--     , -1219.25,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   211  ,     3.7703,     0.9195,   1058.15,   2227.61,    0.5250,    288.62,    0.4400,    0.5606,       424,    0.3390,      1997,    0.1004,     47413,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:14,    1676389574208,--Not Acquired--     ,--Not Acquired--     , -1219.57,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   121  ,     3.4670,     0.9177,   1062.94,   2230.01,    0.5233,    287.98,    0.4420,    0.5374,       395,    0.3620,      1874,    0.1006,     44749,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:17,    1676389577124,--Not Acquired--     ,--Not Acquired--     , -1219.13,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.5320,     0.9211,   1061.51,   2217.78,    0.5214,    290.18,    0.4450,    0.5450,       414,    0.3537,      1918,    0.1013,     45833,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:20,    1676389579978,--Not Acquired--     ,--Not Acquired--     , -1220.55,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     4.5215,     0.9201,   1061.17,   2216.96,    0.5213,    289.43,    0.4430,    0.5447,       412,    0.3541,      1911,    0.1012,     45359,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:23,    1676389582842,--Not Acquired--     ,--Not Acquired--     , -1217.32,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   121  ,     4.2165,     0.9171,   1064.72,   2224.51,    0.5214,    288.31,    0.4390,    0.5357,       395,    0.3649,      1845,    0.0994,     44265,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:25,    1676389585691,--Not Acquired--     ,--Not Acquired--     , -1216.06,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.6739,     0.9197,   1061.81,   2213.14,    0.5202,    289.33,    0.4390,    0.5503,       417,    0.3498,      1963,    0.0999,     46822,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:28,    1676389588532,--Not Acquired--     ,--Not Acquired--     , -1217.09,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   121  ,     6.2785,     0.9174,   1062.22,   2222.42,    0.5220,    289.07,    0.4390,    0.5331,       392,    0.3666,      1849,    0.1003,     44765,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:31,    1676389591391,--Not Acquired--     ,--Not Acquired--     , -1217.72,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     7.7746,     0.9178,   1064.04,   2222.41,    0.5212,    289.08,    0.4400,    0.5348,       394,    0.3641,      1862,    0.1011,     44591,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:34,    1676389594240,--Not Acquired--     ,--Not Acquired--     , -1217.24,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     6.9197,     0.9193,   1065.45,   2215.34,    0.5191,    288.79,    0.4430,    0.5286,       397,    0.3701,      1869,    0.1013,     44831,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:37,    1676389597079,--Not Acquired--     ,--Not Acquired--     , -1220.98,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.8157,     0.9194,   1063.06,   2215.53,    0.5202,    289.95,    0.4420,    0.5317,       398,    0.3673,      1869,    0.1010,     46211,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:40,    1676389599931,--Not Acquired--     ,--Not Acquired--     , -1213.39,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   112  ,     5.6463,     0.9211,   1064.24,   2209.46,    0.5183,    289.87,    0.4450,    0.5431,       414,    0.3559,      1952,    0.1010,     46228,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:42,    1676389602785,--Not Acquired--     ,--Not Acquired--     , -1216.34,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     4.7939,     0.9183,   1063.41,   2217.77,    0.5205,    289.91,    0.4410,    0.5311,       391,    0.3683,      1871,    0.1006,     46413,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:45,    1676389605635,--Not Acquired--     ,--Not Acquired--     , -1221.69,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.9186,     0.9177,   1066.56,   2220.97,    0.5198,    289.10,    0.4400,    0.5289,       389,    0.3699,      1837,    0.1012,     44233,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_10C_2S_445_1_data.csv , 2023/02/14, 11:46:48,    1676389608495,--Not Acquired--     ,--Not Acquired--     , -1220.63,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.3307,     0.9158,   1065.80,   2223.38,    0.5206,    288.24,    0.4370,    0.5229,       379,    0.3769,      1819,    0.1002,     44577,
