Source DataFile                                              ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,     Chisq,        Fo,        Fm,     Fv/Fm,       Sig,         p,    Alp1QA,    Tau1QA,    Alp2QA,    Tau2QA,    Alp3QA,    Tau3QA,   Light_1,
-------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:22:18,    1676388138199,--Not Acquired--     ,--Not Acquired--     , -1217.52,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    21.4105,     0.9272,    984.60,   2384.61,    0.5871,    275.11,    0.4860,    0.6642,       508,    0.2313,      7603,    0.1045,    182234,      0.00,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:22:23,    1676388143124,--Not Acquired--     ,--Not Acquired--     , -1219.57,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     8.3072,     0.9048,   1099.06,   2257.55,    0.5132,    289.44,    0.4510,    0.6634,       368,    0.2196,      2059,    0.1170,     27840,      0.00,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:22:28,    1676388147951,--Not Acquired--     ,--Not Acquired--     , -1214.76,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   112  ,    15.0517,     0.9053,   1088.42,   2206.53,    0.5067,    292.10,    0.4490,    0.7034,       387,    0.1906,      2312,    0.1060,     32552,      0.00,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:22:32,    1676388152786,--Not Acquired--     ,--Not Acquired--     , -1218.39,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     7.0155,     0.9073,   1079.99,   2164.59,    0.5011,    295.28,    0.4500,    0.7214,       398,    0.1797,      2570,    0.0989,     37822,      0.00,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:22:37,    1676388157631,--Not Acquired--     ,--Not Acquired--     , -1218.15,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   121  ,     9.6409,     0.9062,   1073.86,   2144.86,    0.4993,    296.36,    0.4470,    0.7204,       392,    0.1833,      2526,    0.0963,     39933,      0.00,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:22:42,    1676388162470,--Not Acquired--     ,--Not Acquired--     , -1213.90,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    12.0526,     0.9089,   1076.88,   2131.88,    0.4949,    298.61,    0.4540,    0.7226,       396,    0.1821,      2523,    0.0953,     39148,      0.00,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:22:47,    1676388167306,--Not Acquired--     ,--Not Acquired--     , -1216.50,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    10.4082,     0.9085,   1070.90,   2120.61,    0.4950,    298.68,    0.4480,    0.7311,       402,    0.1759,      2741,    0.0930,     43125,      0.00,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:22:52,    1676388172176,--Not Acquired--     ,--Not Acquired--     , -1220.35,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     9.1598,     0.9063,   1076.32,   2132.63,    0.4953,    299.90,    0.4530,    0.7038,       371,    0.2001,      2216,    0.0961,     37673,      0.00,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:22:57,    1676388177025,--Not Acquired--     ,--Not Acquired--     , -1218.15,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    10.1044,     0.9060,   1070.05,   2122.68,    0.4959,    297.88,    0.4470,    0.7234,       386,    0.1856,      2670,    0.0910,     43694,      0.00,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:23:02,    1676388181894,--Not Acquired--     ,--Not Acquired--     , -1216.97,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     8.0930,     0.9059,   1077.57,   2128.58,    0.4938,    298.58,    0.4510,    0.7118,       377,    0.1939,      2360,    0.0943,     38209,      0.00,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:23:06,    1676388186734,--Not Acquired--     ,--Not Acquired--     , -1216.02,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     9.9324,     0.9117,   1071.44,   2107.93,    0.4917,    301.91,    0.4510,    0.7377,       412,    0.1714,      2977,    0.0909,     44254,      0.00,
C:\LIFT\DATA\LOW\LOW_20230214_NaOm1273_20C_4S_445_1_data.csv , 2023/02/14, 11:23:11,    1676388191591,--Not Acquired--     ,--Not Acquired--     , -1213.46,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   121  ,    10.2452,     0.9048,   1074.75,   2127.76,    0.4949,    299.91,    0.4460,    0.7065,       370,    0.1991,      2253,    0.0944,     38166,      0.00,
