Source DataFile                                             ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,
------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:08,    1678802468095,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,    27.3300,     0.9773,    277.22,    846.65,   2337.62,    0.6378,    0.3060,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:09,    1678802469096,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    10.0606,     0.9663,    295.83,    966.65,   2095.06,    0.5386,    0.3640,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:10,    1678802470097,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     5.3673,     0.9649,    311.68,    947.34,   2038.73,    0.5353,    0.4140,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:11,    1678802471101,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     7.9457,     0.9684,    299.80,    902.38,   2145.68,    0.5794,    0.3890,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:12,    1678802472104,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    13.0832,     0.9732,    298.40,    903.54,   2129.48,    0.5757,    0.3660,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:13,    1678802473104,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     9.1789,     0.9672,    304.24,    924.95,   2068.38,    0.5528,    0.3900,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:14,    1678802474108,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    16.9825,     0.9706,    308.80,    920.91,   2078.12,    0.5569,    0.3900,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:15,    1678802475111,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    11.1908,     0.9692,    303.52,    909.80,   2101.36,    0.5670,    0.3870,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:16,    1678802476114,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    14.6700,     0.9722,    305.31,    911.65,   2090.36,    0.5639,    0.3770,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:17,    1678802477121,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    14.6036,     0.9672,    305.42,    915.78,   2078.78,    0.5595,    0.3930,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:18,    1678802478124,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     8.6260,     0.9675,    305.46,    912.22,   2083.48,    0.5622,    0.3890,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:19,    1678802479123,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    17.0270,     0.9704,    305.62,    912.39,   2088.56,    0.5631,    0.3840,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:20,    1678802480125,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    10.6810,     0.9675,    305.04,    912.06,   2083.11,    0.5622,    0.3900,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:21,    1678802481128,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    18.9420,     0.9710,    307.63,    913.33,   2084.15,    0.5618,    0.3830,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:22,    1678802482130,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     6.5973,     0.9669,    305.10,    912.57,   2081.39,    0.5616,    0.3950,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:23,    1678802483133,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    17.0051,     0.9717,    307.04,    913.68,   2085.20,    0.5618,    0.3800,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:24,    1678802484133,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    11.8970,     0.9695,    305.86,    913.62,   2083.56,    0.5615,    0.3840,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:25,    1678802485137,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    10.2859,     0.9697,    305.52,    912.60,   2082.69,    0.5618,    0.3730,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:26,    1678802486138,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    10.5302,     0.9682,    306.19,    912.99,   2082.56,    0.5616,    0.3920,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:27,    1678802487138,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,     8.8650,     0.9673,    305.38,    912.14,   2082.66,    0.5620,    0.3930,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:28,    1678802488141,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    24.2138,     0.9708,    306.92,    913.60,   2084.24,    0.5617,    0.3840,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:29,    1678802489145,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    12.9733,     0.9706,    306.93,    915.49,   2083.72,    0.5606,    0.3850,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:30,    1678802490143,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   111  ,    15.9052,     0.9701,    306.96,    913.16,   2083.65,    0.5617,    0.3850,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:31,    1678802491148,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     9.5149,     0.9667,    305.96,    913.19,   2083.50,    0.5617,    0.3940,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:32,    1678802492149,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   122  ,     7.5839,     0.9690,    306.26,    911.69,   2083.52,    0.5624,    0.3850,
C:\LIFT\DATA\LOW\NoDecay\20230314_NaOm1305_18C_05S_data.csv , 2023/03/14, 11:01:33,    1678802493153,--Not Acquired--     ,--Not Acquired--     ,     0.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   101  ,     9.5139,     0.9643,    304.10,    905.71,   2080.23,    0.5646,    0.3770,
