Source DataFile                                                      ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,    Tau1QA,    Alp1QA,
---------------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\Chlorella\NoDecay\20230913_NaOm1671_10C_2S_data.csv , 2023/09/13, 11:25:56,    1694615155960,--Not Acquired--     ,--Not Acquired--     , -1110.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     7.3117,     0.9975,    191.68,    432.47,   1623.81,    0.7337,    0.0250, 1.000e+07,    1.0000,
C:\LIFT\DATA\LOW\Chlorella\NoDecay\20230913_NaOm1671_10C_2S_data.csv , 2023/09/13, 11:25:58,    1694615158546,--Not Acquired--     ,--Not Acquired--     , -1090.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     1.0149,     0.9989,    192.24,    481.91,   1407.75,    0.6577,    0.1680, 1.000e+07,    1.0000,
C:\LIFT\DATA\LOW\Chlorella\NoDecay\20230913_NaOm1671_10C_2S_data.csv , 2023/09/13, 11:26:01,    1694615161162,--Not Acquired--     ,--Not Acquired--     , -1070.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.3740,     0.9996,    196.81,    479.65,   1363.03,    0.6481,    0.2750, 1.000e+07,    1.0000,
C:\LIFT\DATA\LOW\Chlorella\NoDecay\20230913_NaOm1671_10C_2S_data.csv , 2023/09/13, 11:26:03,    1694615163762,--Not Acquired--     ,--Not Acquired--     , -1065.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     2.7100,     0.9996,    201.43,    447.25,   1418.70,    0.6847,    0.2580, 1.000e+07,    1.0000,
C:\LIFT\DATA\LOW\Chlorella\NoDecay\20230913_NaOm1671_10C_2S_data.csv , 2023/09/13, 11:26:06,    1694615166365,--Not Acquired--     ,--Not Acquired--     , -1090.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     3.8612,     0.9996,    201.50,    438.59,   1419.66,    0.6911,    0.2400, 1.000e+07,    1.0000,
C:\LIFT\DATA\LOW\Chlorella\NoDecay\20230913_NaOm1671_10C_2S_data.csv , 2023/09/13, 11:26:09,    1694615168969,--Not Acquired--     ,--Not Acquired--     , -1055.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     1.3028,     0.9997,    201.75,    447.86,   1351.46,    0.6686,    0.2840, 1.000e+07,    1.0000,
C:\LIFT\DATA\LOW\Chlorella\NoDecay\20230913_NaOm1671_10C_2S_data.csv , 2023/09/13, 11:26:11,    1694615171552,--Not Acquired--     ,--Not Acquired--     , -1065.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.6941,     0.9998,    202.96,    449.55,   1331.57,    0.6624,    0.3150, 1.000e+07,    1.0000,
C:\LIFT\DATA\LOW\Chlorella\NoDecay\20230913_NaOm1671_10C_2S_data.csv , 2023/09/13, 11:26:14,    1694615174123,--Not Acquired--     ,--Not Acquired--     , -1030.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     1.5813,     0.9998,    203.96,    440.17,   1353.42,    0.6748,    0.3030, 1.000e+07,    1.0000,
C:\LIFT\DATA\LOW\Chlorella\NoDecay\20230913_NaOm1671_10C_2S_data.csv , 2023/09/13, 11:26:16,    1694615176716,--Not Acquired--     ,--Not Acquired--     , -1070.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     2.0229,     0.9998,    203.53,    439.49,   1357.69,    0.6763,    0.2940, 1.000e+07,    1.0000,
C:\LIFT\DATA\LOW\Chlorella\NoDecay\20230913_NaOm1671_10C_2S_data.csv , 2023/09/13, 11:26:19,    1694615179314,--Not Acquired--     ,--Not Acquired--     , -1045.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     1.1995,     0.9998,    203.21,    441.72,   1339.59,    0.6703,    0.3040, 1.000e+07,    1.0000,
C:\LIFT\DATA\LOW\Chlorella\NoDecay\20230913_NaOm1671_10C_2S_data.csv , 2023/09/13, 11:26:22,    1694615181894,--Not Acquired--     ,--Not Acquired--     , -1085.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     1.0860,     0.9998,    203.32,    445.09,   1339.66,    0.6678,    0.3080, 1.000e+07,    1.0000,
