Source DataFile                                                             ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,   Light_1,   Light_2,   Light_3,   Light_4,   Light_5,   Light_6, Dur-Wat,      ChiSq,  QARredMax,       Sig,        Fo,        Fm,     Fv/Fm,         p,    Tau1QA,    Alp1QA,
----------------------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,----------,----------,----------,----------,----------,----------,--------,-----------,-----------,----------,----------,----------,----------,----------,----------,----------,
C:\LIFT\DATA\LOW\Chlamy\DecayRef\20230920_MaPo1005_20C_1s_DecayRef_data.csv , 2023/09/20, 14:17:20,    1695230240776,--Not Acquired--     ,--Not Acquired--     , -1173.50,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     1.4071,     0.9732,    185.24,     53.07,    161.98,    0.6724,    0.0000,       985,    1.0000,
C:\LIFT\DATA\LOW\Chlamy\DecayRef\20230920_MaPo1005_20C_1s_DecayRef_data.csv , 2023/09/20, 14:17:22,    1695230242297,--Not Acquired--     ,--Not Acquired--     , -1176.50,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     0.1853,     0.9716,    203.28,     60.61,    143.29,    0.5770,    0.0000,       784,    1.0000,
C:\LIFT\DATA\LOW\Chlamy\DecayRef\20230920_MaPo1005_20C_1s_DecayRef_data.csv , 2023/09/20, 14:17:23,    1695230243792,--Not Acquired--     ,--Not Acquired--     , -1170.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1538,     0.9723,    216.12,     59.74,    141.44,    0.5776,    0.0770,       663,    1.0000,
C:\LIFT\DATA\LOW\Chlamy\DecayRef\20230920_MaPo1005_20C_1s_DecayRef_data.csv , 2023/09/20, 14:17:25,    1695230245290,--Not Acquired--     ,--Not Acquired--     , -1177.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2507,     0.9685,    198.85,     57.73,    146.54,    0.6060,    0.0060,       714,    1.0000,
C:\LIFT\DATA\LOW\Chlamy\DecayRef\20230920_MaPo1005_20C_1s_DecayRef_data.csv , 2023/09/20, 14:17:27,    1695230246794,--Not Acquired--     ,--Not Acquired--     , -1184.50,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2512,     0.9732,    208.32,     58.68,    143.79,    0.5919,    0.0560,       743,    1.0000,
C:\LIFT\DATA\LOW\Chlamy\DecayRef\20230920_MaPo1005_20C_1s_DecayRef_data.csv , 2023/09/20, 14:17:28,    1695230248314,--Not Acquired--     ,--Not Acquired--     , -1186.50,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.1910,     0.9715,    210.58,     59.14,    143.02,    0.5865,    0.0470,       693,    1.0000,
C:\LIFT\DATA\LOW\Chlamy\DecayRef\20230920_MaPo1005_20C_1s_DecayRef_data.csv , 2023/09/20, 14:17:30,    1695230249811,--Not Acquired--     ,--Not Acquired--     , -1177.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2567,     0.9709,    207.63,     57.97,    144.65,    0.5992,    0.0180,       722,    1.0000,
C:\LIFT\DATA\LOW\Chlamy\DecayRef\20230920_MaPo1005_20C_1s_DecayRef_data.csv , 2023/09/20, 14:17:31,    1695230251313,--Not Acquired--     ,--Not Acquired--     , -1185.00,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   100  ,     0.2653,     0.9700,    204.77,     58.38,    145.26,    0.5981,    0.0210,       709,    1.0000,
C:\LIFT\DATA\LOW\Chlamy\DecayRef\20230920_MaPo1005_20C_1s_DecayRef_data.csv , 2023/09/20, 14:17:33,    1695230252815,--Not Acquired--     ,--Not Acquired--     , -1173.50,     0.0000,      0.0000,  NO DATA,    '10000,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,   110  ,     0.2292,     0.9745,    206.40,     58.59,    143.42,    0.5915,    0.0450,       809,    1.0000,
